alpha,variable,value,metric,group,model_number,percent
0.52,npv_0,0.7213206491326245,npv,Black,26,72.13206491326245
0.54,npv_0,0.7217877094972067,npv,Black,27,72.17877094972067
0.56,npv_0,0.7222532069157837,npv,Black,28,72.22532069157836
0.58,npv_0,0.7228714524207012,npv,Black,29,72.28714524207011
0.6,npv_0,0.7233333333333334,npv,Black,30,72.33333333333334
0.62,npv_0,0.7237936772046589,npv,Black,31,72.3793677204659
0.64,npv_0,0.7242524916943521,npv,Black,32,72.42524916943522
0.66,npv_0,0.724709784411277,npv,Black,33,72.4709784411277
0.68,npv_0,0.7251655629139073,npv,Black,34,72.51655629139073
0.7000000000000001,npv_0,0.7256198347107438,npv,Black,35,72.56198347107437
0.72,npv_0,0.7260726072607261,npv,Black,36,72.60726072607261
0.74,npv_0,0.7265238879736409,npv,Black,37,72.65238879736408
0.76,npv_0,0.7269736842105263,npv,Black,38,72.69736842105263
0.78,npv_0,0.7274220032840722,npv,Black,39,72.74220032840722
0.8,npv_0,0.7278688524590164,npv,Black,40,72.78688524590164
0.8200000000000001,npv_0,0.7283142389525368,npv,Black,41,72.83142389525368
0.84,npv_0,0.7287581699346405,npv,Black,42,72.87581699346404
0.86,npv_0,0.7292006525285482,npv,Black,43,72.92006525285481
0.88,npv_0,0.7296416938110749,npv,Black,44,72.9641693811075
0.9,npv_0,0.7300813008130081,npv,Black,45,73.00813008130082
0.92,npv_0,0.7305194805194806,npv,Black,46,73.05194805194806
0.9400000000000001,npv_0,0.7309562398703403,npv,Black,47,73.09562398703403
0.96,npv_0,0.7313915857605178,npv,Black,48,73.13915857605178
0.98,npv_0,0.7318255250403877,npv,Black,49,73.18255250403877
1.0,npv_0,0.7322580645161291,npv,Black,50,73.22580645161291
0.0,tpr_0,0.7,tpr,Black,0,70.0
0.02,tpr_0,0.7,tpr,Black,1,70.0
0.04,tpr_0,0.7,tpr,Black,2,70.0
0.06,tpr_0,0.7,tpr,Black,3,70.0
0.08,tpr_0,0.7,tpr,Black,4,70.0
0.1,tpr_0,0.7,tpr,Black,5,70.0
0.12,tpr_0,0.7,tpr,Black,6,70.0
0.14,tpr_0,0.7,tpr,Black,7,70.0
0.16,tpr_0,0.7,tpr,Black,8,70.0
0.18,tpr_0,0.7,tpr,Black,9,70.0
0.2,tpr_0,0.7,tpr,Black,10,70.0
0.22,tpr_0,0.7,tpr,Black,11,70.0
0.24,tpr_0,0.7,tpr,Black,12,70.0
0.26,tpr_0,0.7,tpr,Black,13,70.0
0.28,tpr_0,0.7,tpr,Black,14,70.0
0.3,tpr_0,0.7,tpr,Black,15,70.0
0.32,tpr_0,0.7,tpr,Black,16,70.0
0.34,tpr_0,0.7,tpr,Black,17,70.0
0.36,tpr_0,0.7,tpr,Black,18,70.0
0.38,tpr_0,0.7,tpr,Black,19,70.0
0.4,tpr_0,0.7,tpr,Black,20,70.0
0.42,tpr_0,0.7,tpr,Black,21,70.0
0.44,tpr_0,0.7,tpr,Black,22,70.0
0.46,tpr_0,0.7,tpr,Black,23,70.0
0.48,tpr_0,0.7,tpr,Black,24,70.0
0.5,tpr_0,0.7,tpr,Black,25,70.0
0.52,tpr_0,0.7,tpr,Black,26,70.0
0.54,tpr_0,0.7,tpr,Black,27,70.0
0.56,tpr_0,0.7,tpr,Black,28,70.0
0.58,tpr_0,0.7,tpr,Black,29,70.0
0.6,tpr_0,0.7,tpr,Black,30,70.0
0.62,tpr_0,0.7,tpr,Black,31,70.0
0.64,tpr_0,0.7,tpr,Black,32,70.0
0.66,tpr_0,0.7,tpr,Black,33,70.0
0.68,tpr_0,0.7,tpr,Black,34,70.0
0.7000000000000001,tpr_0,0.7,tpr,Black,35,70.0
0.72,tpr_0,0.7,tpr,Black,36,70.0
0.74,tpr_0,0.7,tpr,Black,37,70.0
0.76,tpr_0,0.7,tpr,Black,38,70.0
0.78,tpr_0,0.7,tpr,Black,39,70.0
0.8,tpr_0,0.7,tpr,Black,40,70.0
0.8200000000000001,tpr_0,0.7,tpr,Black,41,70.0
0.84,tpr_0,0.7,tpr,Black,42,70.0
0.86,tpr_0,0.7,tpr,Black,43,70.0
0.88,tpr_0,0.7,tpr,Black,44,70.0
0.9,tpr_0,0.7,tpr,Black,45,70.0
0.92,tpr_0,0.7,tpr,Black,46,70.0
0.9400000000000001,tpr_0,0.7,tpr,Black,47,70.0
0.96,tpr_0,0.7,tpr,Black,48,70.0
0.98,tpr_0,0.7,tpr,Black,49,70.0
1.0,tpr_0,0.7,tpr,Black,50,70.0
0.0,mk_0,0.5023173683520545,mk,Black,0,50.23173683520545
0.02,mk_0,0.5044578031945857,mk,Black,1,50.445780319458564
0.04,mk_0,0.5066031586061821,mk,Black,2,50.66031586061821
0.06,mk_0,0.5087534854321936,mk,Black,3,50.87534854321936
0.08,mk_0,0.5109088347955815,mk,Black,4,51.090883479558144
0.1,mk_0,0.5130692581010345,mk,Black,5,51.30692581010345
0.12,mk_0,0.5152348070391257,mk,Black,6,51.52348070391257
0.14,mk_0,0.5174055335905048,mk,Black,7,51.74055335905048
0.16,mk_0,0.5195814900301339,mk,Black,8,51.95814900301339
0.18,mk_0,0.5217627289315621,mk,Black,9,52.17627289315621
0.2,mk_0,0.5239493031712383,mk,Black,10,52.39493031712384
0.22,mk_0,0.5261412659328739,mk,Black,11,52.614126593287395
0.24,mk_0,0.5283386707118378,mk,Black,12,52.83386707118378
0.26,mk_0,0.5305415713196033,mk,Black,13,53.05415713196033
0.28,mk_0,0.532750021888236,mk,Black,14,53.27500218882359
0.3,mk_0,0.5349640768749251,mk,Black,15,53.49640768749251
0.32,mk_0,0.5371837910665649,mk,Black,16,53.718379106656485
0.34,mk_0,0.5394092195843787,mk,Black,17,53.94092195843787
0.36,mk_0,0.5416404178885925,mk,Black,18,54.16404178885925
0.38,mk_0,0.5438774417831567,mk,Black,19,54.387744178315664
0.4,mk_0,0.546120347420517,mk,Black,20,54.6120347420517
0.42,mk_0,0.5483691913064352,mk,Black,21,54.83691913064352
0.44,mk_0,0.5506240303048622,mk,Black,22,55.062403030486216
0.46,mk_0,0.5528849216428591,mk,Black,23,55.288492164285906
0.48,mk_0,0.5551519229155777,mk,Black,24,55.51519229155777
0.5,mk_0,0.5574250920912873,mk,Black,25,55.742509209128734
0.52,mk_0,0.5597044875164627,mk,Black,26,55.97044875164627
0.54,mk_0,0.5619901679209232,mk,Black,27,56.199016792092316
0.56,mk_0,0.5642821924230299,mk,Black,28,56.42821924230299
0.58,mk_0,0.5673481966067477,mk,Black,29,56.73481966067477
0.6,mk_0,0.5696552561301287,mk,Black,30,56.96552561301287
0.62,mk_0,0.5719688596864108,mk,Black,31,57.19688596864108
0.64,mk_0,0.5742890681391217,mk,Black,32,57.42890681391217
0.66,mk_0,0.5766159427690483,mk,Black,33,57.66159427690483
0.68,mk_0,0.5789495452798148,mk,Black,34,57.89495452798148
0.7000000000000001,mk_0,0.5812899378035272,mk,Black,35,58.12899378035272
0.72,mk_0,0.5836371829064826,mk,Black,36,58.36371829064826
0.74,mk_0,0.5859913435949426,mk,Black,37,58.599134359494265
0.76,mk_0,0.5883524833209786,mk,Black,38,58.835248332097855
0.78,mk_0,0.5907206659883815,mk,Black,39,59.07206659883815
0.8,mk_0,0.5930959559586442,mk,Black,40,59.309595595864415
0.8200000000000001,mk_0,0.5954784180570143,mk,Black,41,59.54784180570143
0.84,mk_0,0.5978681175786196,mk,Black,42,59.786811757861955
0.86,mk_0,0.6002651202946652,mk,Black,43,60.02651202946652
0.88,mk_0,0.6026694924587082,mk,Black,44,60.26694924587082
0.9,mk_0,0.605081300813008,mk,Black,45,60.508130081300806
0.92,mk_0,0.6075006125949522,mk,Black,46,60.750061259495226
0.9400000000000001,mk_0,0.6099274955435627,mk,Black,47,60.99274955435627
0.96,mk_0,0.6123620179060825,mk,Black,48,61.23620179060825
0.98,mk_0,0.614804248444643,mk,Black,49,61.480424844464295
1.0,mk_0,0.6172542564430139,mk,Black,50,61.72542564430139
0.0,tnr_0,0.8003965631196299,tnr,Black,0,80.03965631196299
0.02,tnr_0,0.8023793787177792,tnr,Black,1,80.23793787177792
0.04,tnr_0,0.8043621943159286,tnr,Black,2,80.43621943159286
0.06,tnr_0,0.806345009914078,tnr,Black,3,80.6345009914078
0.08,tnr_0,0.8083278255122274,tnr,Black,4,80.83278255122273
0.1,tnr_0,0.8103106411103768,tnr,Black,5,81.03106411103768
0.12,tnr_0,0.8122934567085262,tnr,Black,6,81.22934567085261
0.14,tnr_0,0.8142762723066754,tnr,Black,7,81.42762723066754
0.16,tnr_0,0.8162590879048248,tnr,Black,8,81.62590879048248
0.18,tnr_0,0.8182419035029742,tnr,Black,9,81.82419035029741
0.2,tnr_0,0.8202247191011236,tnr,Black,10,82.02247191011236
0.22,tnr_0,0.822207534699273,tnr,Black,11,82.2207534699273
0.24,tnr_0,0.8241903502974224,tnr,Black,12,82.41903502974223
0.26,tnr_0,0.8261731658955717,tnr,Black,13,82.61731658955716
0.28,tnr_0,0.828155981493721,tnr,Black,14,82.81559814937211
0.3,tnr_0,0.8301387970918704,tnr,Black,15,83.01387970918704
0.32,tnr_0,0.8321216126900198,tnr,Black,16,83.21216126900198
0.34,tnr_0,0.8341044282881692,tnr,Black,17,83.41044282881693
0.36,tnr_0,0.8360872438863186,tnr,Black,18,83.60872438863186
0.38,tnr_0,0.838070059484468,tnr,Black,19,83.8070059484468
0.4,tnr_0,0.8400528750826173,tnr,Black,20,84.00528750826173
0.42,tnr_0,0.8420356906807667,tnr,Black,21,84.20356906807666
0.44,tnr_0,0.8440185062789161,tnr,Black,22,84.4018506278916
0.46,tnr_0,0.8460013218770654,tnr,Black,23,84.60013218770655
0.48,tnr_0,0.8479841374752148,tnr,Black,24,84.79841374752148
0.5,tnr_0,0.8499669530733642,tnr,Black,25,84.99669530733642
0.52,tnr_0,0.8519497686715135,tnr,Black,26,85.19497686715135
0.54,tnr_0,0.8539325842696629,tnr,Black,27,85.39325842696628
0.56,tnr_0,0.8559153998678123,tnr,Black,28,85.59153998678123
0.58,tnr_0,0.8585591539986781,tnr,Black,29,85.85591539986781
0.6,tnr_0,0.8605419695968275,tnr,Black,30,86.05419695968276
0.62,tnr_0,0.8625247851949769,tnr,Black,31,86.25247851949769
0.64,tnr_0,0.8645076007931263,tnr,Black,32,86.45076007931263
0.66,tnr_0,0.8664904163912757,tnr,Black,33,86.64904163912756
0.68,tnr_0,0.8684732319894249,tnr,Black,34,86.84732319894249
0.7000000000000001,tnr_0,0.8704560475875743,tnr,Black,35,87.04560475875743
0.72,tnr_0,0.8724388631857237,tnr,Black,36,87.24388631857238
0.74,tnr_0,0.8744216787838731,tnr,Black,37,87.44216787838731
0.76,tnr_0,0.8764044943820225,tnr,Black,38,87.64044943820225
0.78,tnr_0,0.8783873099801719,tnr,Black,39,87.83873099801718
0.8,tnr_0,0.8803701255783212,tnr,Black,40,88.03701255783211
0.8200000000000001,tnr_0,0.8823529411764706,tnr,Black,41,88.23529411764706
0.84,tnr_0,0.88433575677462,tnr,Black,42,88.43357567746199
0.86,tnr_0,0.8863185723727693,tnr,Black,43,88.63185723727693
0.88,tnr_0,0.8883013879709187,tnr,Black,44,88.83013879709188
0.9,tnr_0,0.8902842035690681,tnr,Black,45,89.0284203569068
0.92,tnr_0,0.8922670191672174,tnr,Black,46,89.22670191672174
0.9400000000000001,tnr_0,0.8942498347653668,tnr,Black,47,89.42498347653668
0.96,tnr_0,0.8962326503635162,tnr,Black,48,89.62326503635161
0.98,tnr_0,0.8982154659616656,tnr,Black,49,89.82154659616656
1.0,tnr_0,0.900198281559815,tnr,Black,50,90.0198281559815
0.0,fnr_0,0.3,fnr,Black,0,30.0
0.02,fnr_0,0.3,fnr,Black,1,30.0
0.04,fnr_0,0.3,fnr,Black,2,30.0
0.06,fnr_0,0.3,fnr,Black,3,30.0
0.08,fnr_0,0.3,fnr,Black,4,30.0
0.1,fnr_0,0.3,fnr,Black,5,30.0
0.12,fnr_0,0.3,fnr,Black,6,30.0
0.14,fnr_0,0.3,fnr,Black,7,30.0
0.16,fnr_0,0.3,fnr,Black,8,30.0
0.18,fnr_0,0.3,fnr,Black,9,30.0
0.2,fnr_0,0.3,fnr,Black,10,30.0
0.22,fnr_0,0.3,fnr,Black,11,30.0
0.24,fnr_0,0.3,fnr,Black,12,30.0
0.26,fnr_0,0.3,fnr,Black,13,30.0
0.28,fnr_0,0.3,fnr,Black,14,30.0
0.3,fnr_0,0.3,fnr,Black,15,30.0
0.32,fnr_0,0.3,fnr,Black,16,30.0
0.34,fnr_0,0.3,fnr,Black,17,30.0
0.36,fnr_0,0.3,fnr,Black,18,30.0
0.38,fnr_0,0.3,fnr,Black,19,30.0
0.4,fnr_0,0.3,fnr,Black,20,30.0
0.42,fnr_0,0.3,fnr,Black,21,30.0
0.44,fnr_0,0.3,fnr,Black,22,30.0
0.46,fnr_0,0.3,fnr,Black,23,30.0
0.48,fnr_0,0.3,fnr,Black,24,30.0
0.5,fnr_0,0.3,fnr,Black,25,30.0
0.52,fnr_0,0.3,fnr,Black,26,30.0
0.54,fnr_0,0.3,fnr,Black,27,30.0
0.56,fnr_0,0.3,fnr,Black,28,30.0
0.58,fnr_0,0.3,fnr,Black,29,30.0
0.6,fnr_0,0.3,fnr,Black,30,30.0
0.62,fnr_0,0.3,fnr,Black,31,30.0
0.64,fnr_0,0.3,fnr,Black,32,30.0
0.66,fnr_0,0.3,fnr,Black,33,30.0
0.68,fnr_0,0.3,fnr,Black,34,30.0
0.7000000000000001,fnr_0,0.3,fnr,Black,35,30.0
0.72,fnr_0,0.3,fnr,Black,36,30.0
0.74,fnr_0,0.3,fnr,Black,37,30.0
0.76,fnr_0,0.3,fnr,Black,38,30.0
0.78,fnr_0,0.3,fnr,Black,39,30.0
0.8,fnr_0,0.3,fnr,Black,40,30.0
0.8200000000000001,fnr_0,0.3,fnr,Black,41,30.0
0.84,fnr_0,0.3,fnr,Black,42,30.0
0.86,fnr_0,0.3,fnr,Black,43,30.0
0.88,fnr_0,0.3,fnr,Black,44,30.0
0.9,fnr_0,0.3,fnr,Black,45,30.0
0.92,fnr_0,0.3,fnr,Black,46,30.0
0.9400000000000001,fnr_0,0.3,fnr,Black,47,30.0
0.96,fnr_0,0.3,fnr,Black,48,30.0
0.98,fnr_0,0.3,fnr,Black,49,30.0
1.0,fnr_0,0.3,fnr,Black,50,30.0
0.0,mcc_0,0.48141333877598214,mcc,Black,0,48.141333877598214
0.02,mcc_0,0.48335541788651365,mcc,Black,1,48.33554178865136
0.04,mcc_0,0.4853010976409291,mcc,Black,2,48.53010976409291
0.06,mcc_0,0.4872504248925311,mcc,Black,3,48.72504248925311
0.08,mcc_0,0.48920344727368326,mcc,Black,4,48.920344727368324
0.1,mcc_0,0.4911602132225029,mcc,Black,5,49.11602132225029
0.12,mcc_0,0.49312077201077326,mcc,Black,6,49.31207720107732
0.14,mcc_0,0.49508517377314243,mcc,Black,7,49.50851737731424
0.16,mcc_0,0.4970534695376886,mcc,Black,8,49.70534695376886
0.18,mcc_0,0.4990257112579296,mcc,Black,9,49.90257112579296
0.2,mcc_0,0.5010019518463654,mcc,Black,10,50.10019518463654
0.22,mcc_0,0.5029822452096467,mcc,Black,11,50.29822452096467
0.24,mcc_0,0.5049666462854686,mcc,Black,12,50.49666462854686
0.26,mcc_0,0.5069552110812963,mcc,Black,13,50.695521108129626
0.28,mcc_0,0.5089479967150409,mcc,Black,14,50.89479967150409
0.3,mcc_0,0.5109450614578047,mcc,Black,15,51.09450614578047
0.32,mcc_0,0.5129464647788341,mcc,Black,16,51.29464647788341
0.34,mcc_0,0.5149522673928203,mcc,Black,17,51.49522673928203
0.36,mcc_0,0.5169625313097038,mcc,Black,18,51.69625313097038
0.38,mcc_0,0.5189773198871511,mcc,Black,19,51.897731988715115
0.4,mcc_0,0.5209966978858817,mcc,Black,20,52.099669788588166
0.42,mcc_0,0.5230207315280421,mcc,Black,21,52.302073152804205
0.44,mcc_0,0.5250494885588383,mcc,Black,22,52.504948855883825
0.46,mcc_0,0.527083038311653,mcc,Black,23,52.7083038311653
0.48,mcc_0,0.5291214517768987,mcc,Black,24,52.91214517768987
0.5,mcc_0,0.5311648016748725,mcc,Black,25,53.116480167487246
0.52,mcc_0,0.5332131625329067,mcc,Black,26,53.321316253290675
0.54,mcc_0,0.535266610767134,mcc,Black,27,53.5266610767134
0.56,mcc_0,0.537325224769208,mcc,Black,28,53.7325224769208
0.58,mcc_0,0.5400782184527813,mcc,Black,29,54.00782184527812
0.6,mcc_0,0.5421492025676877,mcc,Black,30,54.21492025676877
0.62,mcc_0,0.5442256292495528,mcc,Black,31,54.42256292495527
0.64,mcc_0,0.5463075865916627,mcc,Black,32,54.63075865916627
0.66,mcc_0,0.5483951652263181,mcc,Black,33,54.83951652263181
0.68,mcc_0,0.5504884584533171,mcc,Black,34,55.048845845331705
0.7000000000000001,mcc_0,0.5525875623771342,mcc,Black,35,55.25875623771343
0.72,mcc_0,0.5546925760535334,mcc,Black,36,55.46925760535334
0.74,mcc_0,0.5568036016464206,mcc,Black,37,55.68036016464206
0.76,mcc_0,0.558920744595838,mcc,Black,38,55.892074459583796
0.78,mcc_0,0.5610441137980806,mcc,Black,39,56.10441137980806
0.8,mcc_0,0.5631738217990354,mcc,Black,40,56.31738217990354
0.8200000000000001,mcc_0,0.5653099850019508,mcc,Black,41,56.53099850019508
0.84,mcc_0,0.5674527238909864,mcc,Black,42,56.745272389098645
0.86,mcc_0,0.569602163272036,mcc,Black,43,56.960216327203604
0.88,mcc_0,0.5717584325324955,mcc,Black,44,57.175843253249546
0.9,mcc_0,0.573921665921834,mcc,Black,45,57.3921665921834
0.92,mcc_0,0.576092002855052,mcc,Black,46,57.6092002855052
0.9400000000000001,mcc_0,0.5782695882413573,mcc,Black,47,57.82695882413573
0.96,mcc_0,0.5804545728406783,mcc,Black,48,58.04545728406782
0.98,mcc_0,0.5826471136509583,mcc,Black,49,58.264711365095835
1.0,mcc_0,0.584847374329556,mcc,Black,50,58.484737432955605
0.0,plr_0,3.5069536423841057,plr,Black,0,350.69536423841055
0.02,plr_0,3.5421404682274247,plr,Black,1,354.2140468227425
0.04,plr_0,3.5780405405405404,plr,Black,2,357.80405405405406
0.06,plr_0,3.6146757679180883,plr,Black,3,361.4675767918088
0.08,plr_0,3.652068965517241,plr,Black,4,365.2068965517241
0.1,plr_0,3.690243902439024,plr,Black,5,369.0243902439024
0.12,plr_0,3.7292253521126755,plr,Black,6,372.92253521126753
0.14,plr_0,3.769039145907473,plr,Black,7,376.9039145907473
0.16,plr_0,3.809712230215827,plr,Black,8,380.9712230215827
0.18,plr_0,3.8512727272727267,plr,Black,9,385.12727272727267
0.2,plr_0,3.89375,plr,Black,10,389.375
0.22,plr_0,3.937174721189591,plr,Black,11,393.7174721189591
0.24,plr_0,3.981578947368421,plr,Black,12,398.1578947368421
0.26,plr_0,4.026996197718631,plr,Black,13,402.6996197718631
0.28,plr_0,4.0734615384615385,plr,Black,14,407.34615384615387
0.3,plr_0,4.1210116731517505,plr,Black,15,412.1011673151751
0.32,plr_0,4.169685039370078,plr,Black,16,416.9685039370078
0.34,plr_0,4.219521912350597,plr,Black,17,421.95219123505973
0.36,plr_0,4.270564516129032,plr,Black,18,427.05645161290323
0.38,plr_0,4.322857142857143,plr,Black,19,432.2857142857143
0.4,plr_0,4.376446280991735,plr,Black,20,437.64462809917353
0.42,plr_0,4.431380753138075,plr,Black,21,443.1380753138075
0.44,plr_0,4.487711864406779,plr,Black,22,448.7711864406779
0.46,plr_0,4.545493562231759,plr,Black,23,454.54935622317595
0.48,plr_0,4.604782608695652,plr,Black,24,460.47826086956525
0.5,plr_0,4.665638766519823,plr,Black,25,466.5638766519823
0.52,plr_0,4.7281249999999995,plr,Black,26,472.81249999999994
0.54,plr_0,4.792307692307692,plr,Black,27,479.2307692307692
0.56,plr_0,4.858256880733944,plr,Black,28,485.8256880733944
0.58,plr_0,4.949065420560748,plr,Black,29,494.9065420560748
0.6,plr_0,5.019431279620853,plr,Black,30,501.94312796208527
0.62,plr_0,5.091826923076923,plr,Black,31,509.18269230769226
0.64,plr_0,5.166341463414634,plr,Black,32,516.6341463414634
0.66,plr_0,5.243069306930693,plr,Black,33,524.3069306930693
0.68,plr_0,5.322110552763818,plr,Black,34,532.2110552763818
0.7000000000000001,plr_0,5.4035714285714285,plr,Black,35,540.3571428571429
0.72,plr_0,5.487564766839378,plr,Black,36,548.7564766839378
0.74,plr_0,5.57421052631579,plr,Black,37,557.421052631579
0.76,plr_0,5.663636363636363,plr,Black,38,566.3636363636363
0.78,plr_0,5.755978260869565,plr,Black,39,575.5978260869565
0.8,plr_0,5.851381215469613,plr,Black,40,585.1381215469613
0.8200000000000001,plr_0,5.949999999999999,plr,Black,41,594.9999999999999
0.84,plr_0,6.052,plr,Black,42,605.1999999999999
0.86,plr_0,6.157558139534883,plr,Black,43,615.7558139534883
0.88,plr_0,6.266863905325444,plr,Black,44,626.6863905325444
0.9,plr_0,6.380120481927711,plr,Black,45,638.0120481927711
0.92,plr_0,6.497546012269938,plr,Black,46,649.7546012269938
0.9400000000000001,plr_0,6.619375,plr,Black,47,661.9375
0.96,plr_0,6.745859872611464,plr,Black,48,674.5859872611464
0.98,plr_0,6.877272727272727,plr,Black,49,687.7272727272727
1.0,plr_0,7.013907284768211,plr,Black,50,701.3907284768211
0.0,nlr_0,0.37481420313790254,nlr,Black,0,37.48142031379025
0.02,nlr_0,0.3738879736408567,nlr,Black,1,37.38879736408567
0.04,nlr_0,0.37296631059983565,nlr,Black,2,37.29663105998357
0.06,nlr_0,0.3720491803278688,nlr,Black,3,37.204918032786885
0.08,nlr_0,0.37113654946852004,nlr,Black,4,37.113654946852
0.1,nlr_0,0.37022838499184335,nlr,Black,5,37.02283849918434
0.12,nlr_0,0.36932465419039867,nlr,Black,6,36.932465419039865
0.14,nlr_0,0.3684253246753247,nlr,Black,7,36.84253246753247
0.16,nlr_0,0.3675303643724696,nlr,Black,8,36.75303643724696
0.18,nlr_0,0.36663974151857837,nlr,Black,9,36.663974151857836
0.2,nlr_0,0.36575342465753424,nlr,Black,10,36.57534246575342
0.22,nlr_0,0.3648713826366559,nlr,Black,11,36.48713826366559
0.24,nlr_0,0.36399358460304726,nlr,Black,12,36.399358460304725
0.26,nlr_0,0.36312,nlr,Black,13,36.312
0.28,nlr_0,0.3622505985634477,nlr,Black,14,36.22505985634477
0.3,nlr_0,0.36138535031847135,nlr,Black,15,36.138535031847134
0.32,nlr_0,0.36052422557585384,nlr,Black,16,36.05242255758539
0.34,nlr_0,0.3596671949286846,nlr,Black,17,35.96671949286846
0.36,nlr_0,0.35881422924901185,nlr,Black,18,35.88142292490119
0.38,nlr_0,0.35796529968454255,nlr,Black,19,35.79652996845425
0.4,nlr_0,0.35712037765538945,nlr,Black,20,35.712037765538945
0.42,nlr_0,0.35627943485086344,nlr,Black,21,35.62794348508634
0.44,nlr_0,0.35544244322631163,nlr,Black,22,35.544244322631165
0.46,nlr_0,0.354609375,nlr,Black,23,35.4609375
0.48,nlr_0,0.35378020265003896,nlr,Black,24,35.3780202650039
0.5,nlr_0,0.352954898911353,nlr,Black,25,35.295489891135304
0.52,nlr_0,0.352133436772692,nlr,Black,26,35.2133436772692
0.54,nlr_0,0.3513157894736842,nlr,Black,27,35.13157894736842
0.56,nlr_0,0.3505019305019305,nlr,Black,28,35.05019305019305
0.58,nlr_0,0.3494226327944573,nlr,Black,29,34.942263279445726
0.6,nlr_0,0.34861751152073733,nlr,Black,30,34.86175115207374
0.62,nlr_0,0.34781609195402297,nlr,Black,31,34.7816091954023
0.64,nlr_0,0.34701834862385317,nlr,Black,32,34.70183486238532
0.66,nlr_0,0.34622425629290615,nlr,Black,33,34.62242562929062
0.68,nlr_0,0.3454337899543379,nlr,Black,34,34.54337899543379
0.7000000000000001,nlr_0,0.34464692482915715,nlr,Black,35,34.464692482915716
0.72,nlr_0,0.34386363636363637,nlr,Black,36,34.38636363636364
0.74,nlr_0,0.34308390022675733,nlr,Black,37,34.30839002267573
0.76,nlr_0,0.34230769230769226,nlr,Black,38,34.230769230769226
0.78,nlr_0,0.3415349887133183,nlr,Black,39,34.15349887133183
0.8,nlr_0,0.3407657657657658,nlr,Black,40,34.07657657657658
0.8200000000000001,nlr_0,0.34,nlr,Black,41,34.0
0.84,nlr_0,0.33923766816143497,nlr,Black,42,33.9237668161435
0.86,nlr_0,0.3384787472035794,nlr,Black,43,33.84787472035794
0.88,nlr_0,0.3377232142857143,nlr,Black,44,33.77232142857143
0.9,nlr_0,0.3369710467706013,nlr,Black,45,33.69710467706013
0.92,nlr_0,0.3362222222222222,nlr,Black,46,33.62222222222222
0.9400000000000001,nlr_0,0.33547671840354765,nlr,Black,47,33.54767184035477
0.96,nlr_0,0.3347345132743363,nlr,Black,48,33.47345132743363
0.98,nlr_0,0.3339955849889625,nlr,Black,49,33.39955849889625
1.0,nlr_0,0.3332599118942731,nlr,Black,50,33.32599118942731
0.0,dor_0,9.356512141280353,dor,Black,0,935.6512141280353
0.02,dor_0,9.473801560758082,dor,Black,1,947.3801560758081
0.04,dor_0,9.593468468468469,dor,Black,2,959.3468468468469
0.06,dor_0,9.715585893060295,dor,Black,3,971.5585893060295
0.08,dor_0,9.84022988505747,dor,Black,4,984.022988505747
0.1,dor_0,9.96747967479675,dor,Black,5,996.7479674796749
0.12,dor_0,10.097417840375586,dor,Black,6,1009.7417840375587
0.14,dor_0,10.230130486358243,dor,Black,7,1023.0130486358244
0.16,dor_0,10.365707434052759,dor,Black,8,1036.5707434052758
0.18,dor_0,10.504242424242422,dor,Black,9,1050.4242424242423
0.2,dor_0,10.645833333333332,dor,Black,10,1064.5833333333333
0.22,dor_0,10.790582403965304,dor,Black,11,1079.0582403965304
0.24,dor_0,10.938596491228072,dor,Black,12,1093.8596491228072
0.26,dor_0,11.08998732572877,dor,Black,13,1108.998732572877
0.28,dor_0,11.244871794871795,dor,Black,14,1124.4871794871794
0.3,dor_0,11.403372243839168,dor,Black,15,1140.337224383917
0.32,dor_0,11.565616797900262,dor,Black,16,1156.5616797900261
0.34,dor_0,11.731739707835326,dor,Black,17,1173.1739707835325
0.36,dor_0,11.901881720430108,dor,Black,18,1190.1881720430108
0.38,dor_0,12.076190476190478,dor,Black,19,1207.6190476190477
0.4,dor_0,12.254820936639117,dor,Black,20,1225.4820936639117
0.42,dor_0,12.437935843793584,dor,Black,21,1243.7935843793584
0.44,dor_0,12.625706214689265,dor,Black,22,1262.5706214689264
0.46,dor_0,12.818311874105865,dor,Black,23,1281.8311874105864
0.48,dor_0,13.015942028985508,dor,Black,24,1301.5942028985507
0.5,dor_0,13.218795888399411,dor,Black,25,1321.879588839941
0.52,dor_0,13.427083333333332,dor,Black,26,1342.7083333333333
0.54,dor_0,13.64102564102564,dor,Black,27,1364.102564102564
0.56,dor_0,13.860856269113148,dor,Black,28,1386.0856269113149
0.58,dor_0,14.16355140186916,dor,Black,29,1416.355140186916
0.6,dor_0,14.398104265402843,dor,Black,30,1439.8104265402842
0.62,dor_0,14.639423076923077,dor,Black,31,1463.9423076923076
0.64,dor_0,14.887804878048781,dor,Black,32,1488.780487804878
0.66,dor_0,15.143564356435643,dor,Black,33,1514.3564356435643
0.68,dor_0,15.407035175879395,dor,Black,34,1540.7035175879396
0.7000000000000001,dor_0,15.678571428571429,dor,Black,35,1567.857142857143
0.72,dor_0,15.958549222797926,dor,Black,36,1595.8549222797926
0.74,dor_0,16.247368421052634,dor,Black,37,1624.7368421052633
0.76,dor_0,16.545454545454547,dor,Black,38,1654.5454545454547
0.78,dor_0,16.853260869565215,dor,Black,39,1685.3260869565215
